# Generated from local shadcn-ui and Magic UI inspiration sources. Do not hand-edit.
calendar-01	Calendar 01	A simple calendar.	block	1	blocks/calendar-01.tsx	calendar-01.tsx	import Calendar01 from "@/components/blocks/calendar-01";	<Calendar01 />
calendar-21	Calendar 21	Custom days and formatters	block	1	blocks/calendar-21.tsx	calendar-21.tsx	import Calendar21 from "@/components/blocks/calendar-21";	<Calendar21 />
calendar-22	Calendar 22	Date picker	block	1	blocks/calendar-22.tsx	calendar-22.tsx	import Calendar22 from "@/components/blocks/calendar-22";	<Calendar22 />
calendar-23	Calendar 23	Date range picker	block	1	blocks/calendar-23.tsx	calendar-23.tsx	import Calendar23 from "@/components/blocks/calendar-23";	<Calendar23 />
calendar-24	Calendar 24	Date and Time picker	block	1	blocks/calendar-24.tsx	calendar-24.tsx	import Calendar24 from "@/components/blocks/calendar-24";	<Calendar24 />
calendar-25	Calendar 25	Date and Time range picker	block	1	blocks/calendar-25.tsx	calendar-25.tsx	import Calendar25 from "@/components/blocks/calendar-25";	<Calendar25 />
calendar-26	Calendar 26	Date range picker with time	block	1	blocks/calendar-26.tsx	calendar-26.tsx	import Calendar26 from "@/components/blocks/calendar-26";	<Calendar26 />
calendar-27	Calendar 27	Chart filter	block	1	blocks/calendar-27.tsx	calendar-27.tsx	import Calendar27 from "@/components/blocks/calendar-27";	<Calendar27 />
calendar-28	Calendar 28	Input with date picker	block	1	blocks/calendar-28.tsx	calendar-28.tsx	import Calendar28 from "@/components/blocks/calendar-28";	<Calendar28 />
calendar-29	Calendar 29	Natural language date picker	block	1	blocks/calendar-29.tsx	calendar-29.tsx	import Calendar29 from "@/components/blocks/calendar-29";	<Calendar29 />
calendar-30	Calendar 30	With little-date	block	1	blocks/calendar-30.tsx	calendar-30.tsx	import Calendar30 from "@/components/blocks/calendar-30";	<Calendar30 />
calendar-31	Calendar 31	With event slots	block	1	blocks/calendar-31.tsx	calendar-31.tsx	import Calendar31 from "@/components/blocks/calendar-31";	<Calendar31 />
calendar-32	Calendar 32	Date picker in a drawer	block	1	blocks/calendar-32.tsx	calendar-32.tsx	import Calendar32 from "@/components/blocks/calendar-32";	<Calendar32 />
chart-area-axes	Chart Area Axes	Official shadcn registry entry	block	1	charts/chart-area-axes.tsx	charts/chart-area-axes.tsx	import { ChartAreaAxes } from "@/components/blocks/charts/chart-area-axes";	<ChartAreaAxes />
chart-area-default	Chart Area Default	Official shadcn registry entry	block	1	charts/chart-area-default.tsx	charts/chart-area-default.tsx	import { ChartAreaDefault } from "@/components/blocks/charts/chart-area-default";	<ChartAreaDefault />
chart-area-gradient	Chart Area Gradient	Official shadcn registry entry	block	1	charts/chart-area-gradient.tsx	charts/chart-area-gradient.tsx	import { ChartAreaGradient } from "@/components/blocks/charts/chart-area-gradient";	<ChartAreaGradient />
chart-area-icons	Chart Area Icons	Official shadcn registry entry	block	1	charts/chart-area-icons.tsx	charts/chart-area-icons.tsx	import { ChartAreaIcons } from "@/components/blocks/charts/chart-area-icons";	<ChartAreaIcons />
chart-area-interactive	Chart Area Interactive	Official shadcn registry entry	block	1	charts/chart-area-interactive.tsx	charts/chart-area-interactive.tsx	import { ChartAreaInteractive } from "@/components/blocks/charts/chart-area-interactive";	<ChartAreaInteractive />
chart-area-legend	Chart Area Legend	Official shadcn registry entry	block	1	charts/chart-area-legend.tsx	charts/chart-area-legend.tsx	import { ChartAreaLegend } from "@/components/blocks/charts/chart-area-legend";	<ChartAreaLegend />
chart-area-linear	Chart Area Linear	Official shadcn registry entry	block	1	charts/chart-area-linear.tsx	charts/chart-area-linear.tsx	import { ChartAreaLinear } from "@/components/blocks/charts/chart-area-linear";	<ChartAreaLinear />
chart-area-stacked	Chart Area Stacked	Official shadcn registry entry	block	1	charts/chart-area-stacked.tsx	charts/chart-area-stacked.tsx	import { ChartAreaStacked } from "@/components/blocks/charts/chart-area-stacked";	<ChartAreaStacked />
chart-area-stacked-expand	Chart Area Stacked Expand	Official shadcn registry entry	block	1	charts/chart-area-stacked-expand.tsx	charts/chart-area-stacked-expand.tsx	import { ChartAreaStackedExpand } from "@/components/blocks/charts/chart-area-stacked-expand";	<ChartAreaStackedExpand />
chart-area-step	Chart Area Step	Official shadcn registry entry	block	1	charts/chart-area-step.tsx	charts/chart-area-step.tsx	import { ChartAreaStep } from "@/components/blocks/charts/chart-area-step";	<ChartAreaStep />
chart-bar-active	Chart Bar Active	Official shadcn registry entry	block	1	charts/chart-bar-active.tsx	charts/chart-bar-active.tsx	import { ChartBarActive } from "@/components/blocks/charts/chart-bar-active";	<ChartBarActive />
chart-bar-default	Chart Bar Default	Official shadcn registry entry	block	1	charts/chart-bar-default.tsx	charts/chart-bar-default.tsx	import { ChartBarDefault } from "@/components/blocks/charts/chart-bar-default";	<ChartBarDefault />
chart-bar-horizontal	Chart Bar Horizontal	Official shadcn registry entry	block	1	charts/chart-bar-horizontal.tsx	charts/chart-bar-horizontal.tsx	import { ChartBarHorizontal } from "@/components/blocks/charts/chart-bar-horizontal";	<ChartBarHorizontal />
chart-bar-interactive	Chart Bar Interactive	Official shadcn registry entry	block	1	charts/chart-bar-interactive.tsx	charts/chart-bar-interactive.tsx	import { ChartBarInteractive } from "@/components/blocks/charts/chart-bar-interactive";	<ChartBarInteractive />
chart-bar-label	Chart Bar Label	Official shadcn registry entry	block	1	charts/chart-bar-label.tsx	charts/chart-bar-label.tsx	import { ChartBarLabel } from "@/components/blocks/charts/chart-bar-label";	<ChartBarLabel />
chart-bar-label-custom	Chart Bar Label Custom	Official shadcn registry entry	block	1	charts/chart-bar-label-custom.tsx	charts/chart-bar-label-custom.tsx	import { ChartBarLabelCustom } from "@/components/blocks/charts/chart-bar-label-custom";	<ChartBarLabelCustom />
chart-bar-mixed	Chart Bar Mixed	Official shadcn registry entry	block	1	charts/chart-bar-mixed.tsx	charts/chart-bar-mixed.tsx	import { ChartBarMixed } from "@/components/blocks/charts/chart-bar-mixed";	<ChartBarMixed />
chart-bar-multiple	Chart Bar Multiple	Official shadcn registry entry	block	1	charts/chart-bar-multiple.tsx	charts/chart-bar-multiple.tsx	import { ChartBarMultiple } from "@/components/blocks/charts/chart-bar-multiple";	<ChartBarMultiple />
chart-bar-negative	Chart Bar Negative	Official shadcn registry entry	block	1	charts/chart-bar-negative.tsx	charts/chart-bar-negative.tsx	import { ChartBarNegative } from "@/components/blocks/charts/chart-bar-negative";	<ChartBarNegative />
chart-bar-stacked	Chart Bar Stacked	Official shadcn registry entry	block	1	charts/chart-bar-stacked.tsx	charts/chart-bar-stacked.tsx	import { ChartBarStacked } from "@/components/blocks/charts/chart-bar-stacked";	<ChartBarStacked />
chart-line-default	Chart Line Default	Official shadcn registry entry	block	1	charts/chart-line-default.tsx	charts/chart-line-default.tsx	import { ChartLineDefault } from "@/components/blocks/charts/chart-line-default";	<ChartLineDefault />
chart-line-dots	Chart Line Dots	Official shadcn registry entry	block	1	charts/chart-line-dots.tsx	charts/chart-line-dots.tsx	import { ChartLineDots } from "@/components/blocks/charts/chart-line-dots";	<ChartLineDots />
chart-line-dots-colors	Chart Line Dots Colors	Official shadcn registry entry	block	1	charts/chart-line-dots-colors.tsx	charts/chart-line-dots-colors.tsx	import { ChartLineDotsColors } from "@/components/blocks/charts/chart-line-dots-colors";	<ChartLineDotsColors />
chart-line-dots-custom	Chart Line Dots Custom	Official shadcn registry entry	block	1	charts/chart-line-dots-custom.tsx	charts/chart-line-dots-custom.tsx	import { ChartLineDotsCustom } from "@/components/blocks/charts/chart-line-dots-custom";	<ChartLineDotsCustom />
chart-line-interactive	Chart Line Interactive	Official shadcn registry entry	block	1	charts/chart-line-interactive.tsx	charts/chart-line-interactive.tsx	import { ChartLineInteractive } from "@/components/blocks/charts/chart-line-interactive";	<ChartLineInteractive />
chart-line-label	Chart Line Label	Official shadcn registry entry	block	1	charts/chart-line-label.tsx	charts/chart-line-label.tsx	import { ChartLineLabel } from "@/components/blocks/charts/chart-line-label";	<ChartLineLabel />
chart-line-label-custom	Chart Line Label Custom	Official shadcn registry entry	block	1	charts/chart-line-label-custom.tsx	charts/chart-line-label-custom.tsx	import { ChartLineLabelCustom } from "@/components/blocks/charts/chart-line-label-custom";	<ChartLineLabelCustom />
chart-line-linear	Chart Line Linear	Official shadcn registry entry	block	1	charts/chart-line-linear.tsx	charts/chart-line-linear.tsx	import { ChartLineLinear } from "@/components/blocks/charts/chart-line-linear";	<ChartLineLinear />
chart-line-multiple	Chart Line Multiple	Official shadcn registry entry	block	1	charts/chart-line-multiple.tsx	charts/chart-line-multiple.tsx	import { ChartLineMultiple } from "@/components/blocks/charts/chart-line-multiple";	<ChartLineMultiple />
chart-line-step	Chart Line Step	Official shadcn registry entry	block	1	charts/chart-line-step.tsx	charts/chart-line-step.tsx	import { ChartLineStep } from "@/components/blocks/charts/chart-line-step";	<ChartLineStep />
chart-pie-donut	Chart Pie Donut	Official shadcn registry entry	block	1	charts/chart-pie-donut.tsx	charts/chart-pie-donut.tsx	import { ChartPieDonut } from "@/components/blocks/charts/chart-pie-donut";	<ChartPieDonut />
chart-pie-donut-active	Chart Pie Donut Active	Official shadcn registry entry	block	1	charts/chart-pie-donut-active.tsx	charts/chart-pie-donut-active.tsx	import { ChartPieDonutActive } from "@/components/blocks/charts/chart-pie-donut-active";	<ChartPieDonutActive />
chart-pie-donut-text	Chart Pie Donut Text	Official shadcn registry entry	block	1	charts/chart-pie-donut-text.tsx	charts/chart-pie-donut-text.tsx	import { ChartPieDonutText } from "@/components/blocks/charts/chart-pie-donut-text";	<ChartPieDonutText />
chart-pie-interactive	Chart Pie Interactive	Official shadcn registry entry	block	1	charts/chart-pie-interactive.tsx	charts/chart-pie-interactive.tsx	import { ChartPieInteractive } from "@/components/blocks/charts/chart-pie-interactive";	<ChartPieInteractive />
chart-pie-label	Chart Pie Label	Official shadcn registry entry	block	1	charts/chart-pie-label.tsx	charts/chart-pie-label.tsx	import { ChartPieLabel } from "@/components/blocks/charts/chart-pie-label";	<ChartPieLabel />
chart-pie-label-custom	Chart Pie Label Custom	Official shadcn registry entry	block	1	charts/chart-pie-label-custom.tsx	charts/chart-pie-label-custom.tsx	import { ChartPieLabelCustom } from "@/components/blocks/charts/chart-pie-label-custom";	<ChartPieLabelCustom />
chart-pie-label-list	Chart Pie Label List	Official shadcn registry entry	block	1	charts/chart-pie-label-list.tsx	charts/chart-pie-label-list.tsx	import { ChartPieLabelList } from "@/components/blocks/charts/chart-pie-label-list";	<ChartPieLabelList />
chart-pie-legend	Chart Pie Legend	Official shadcn registry entry	block	1	charts/chart-pie-legend.tsx	charts/chart-pie-legend.tsx	import { ChartPieLegend } from "@/components/blocks/charts/chart-pie-legend";	<ChartPieLegend />
chart-pie-separator-none	Chart Pie Separator None	Official shadcn registry entry	block	1	charts/chart-pie-separator-none.tsx	charts/chart-pie-separator-none.tsx	import { ChartPieSeparatorNone } from "@/components/blocks/charts/chart-pie-separator-none";	<ChartPieSeparatorNone />
chart-pie-simple	Chart Pie Simple	Official shadcn registry entry	block	1	charts/chart-pie-simple.tsx	charts/chart-pie-simple.tsx	import { ChartPieSimple } from "@/components/blocks/charts/chart-pie-simple";	<ChartPieSimple />
chart-pie-stacked	Chart Pie Stacked	Official shadcn registry entry	block	1	charts/chart-pie-stacked.tsx	charts/chart-pie-stacked.tsx	import { ChartPieStacked } from "@/components/blocks/charts/chart-pie-stacked";	<ChartPieStacked />
chart-radar-default	Chart Radar Default	Official shadcn registry entry	block	1	charts/chart-radar-default.tsx	charts/chart-radar-default.tsx	import { ChartRadarDefault } from "@/components/blocks/charts/chart-radar-default";	<ChartRadarDefault />
chart-radar-dots	Chart Radar Dots	Official shadcn registry entry	block	1	charts/chart-radar-dots.tsx	charts/chart-radar-dots.tsx	import { ChartRadarDots } from "@/components/blocks/charts/chart-radar-dots";	<ChartRadarDots />
chart-radar-grid-circle	Chart Radar Grid Circle	Official shadcn registry entry	block	1	charts/chart-radar-grid-circle.tsx	charts/chart-radar-grid-circle.tsx	import { ChartRadarGridCircle } from "@/components/blocks/charts/chart-radar-grid-circle";	<ChartRadarGridCircle />
chart-radar-grid-circle-fill	Chart Radar Grid Circle Fill	Official shadcn registry entry	block	1	charts/chart-radar-grid-circle-fill.tsx	charts/chart-radar-grid-circle-fill.tsx	import { ChartRadarGridCircleFill } from "@/components/blocks/charts/chart-radar-grid-circle-fill";	<ChartRadarGridCircleFill />
chart-radar-grid-circle-no-lines	Chart Radar Grid Circle No Lines	Official shadcn registry entry	block	1	charts/chart-radar-grid-circle-no-lines.tsx	charts/chart-radar-grid-circle-no-lines.tsx	import { ChartRadarGridCircleNoLines } from "@/components/blocks/charts/chart-radar-grid-circle-no-lines";	<ChartRadarGridCircleNoLines />
chart-radar-grid-custom	Chart Radar Grid Custom	Official shadcn registry entry	block	1	charts/chart-radar-grid-custom.tsx	charts/chart-radar-grid-custom.tsx	import { ChartRadarGridCustom } from "@/components/blocks/charts/chart-radar-grid-custom";	<ChartRadarGridCustom />
chart-radar-grid-fill	Chart Radar Grid Fill	Official shadcn registry entry	block	1	charts/chart-radar-grid-fill.tsx	charts/chart-radar-grid-fill.tsx	import { ChartRadarGridFill } from "@/components/blocks/charts/chart-radar-grid-fill";	<ChartRadarGridFill />
chart-radar-grid-none	Chart Radar Grid None	Official shadcn registry entry	block	1	charts/chart-radar-grid-none.tsx	charts/chart-radar-grid-none.tsx	import { ChartRadarGridNone } from "@/components/blocks/charts/chart-radar-grid-none";	<ChartRadarGridNone />
chart-radar-icons	Chart Radar Icons	Official shadcn registry entry	block	1	charts/chart-radar-icons.tsx	charts/chart-radar-icons.tsx	import { ChartRadarIcons } from "@/components/blocks/charts/chart-radar-icons";	<ChartRadarIcons />
chart-radar-label-custom	Chart Radar Label Custom	Official shadcn registry entry	block	1	charts/chart-radar-label-custom.tsx	charts/chart-radar-label-custom.tsx	import { ChartRadarLabelCustom } from "@/components/blocks/charts/chart-radar-label-custom";	<ChartRadarLabelCustom />
chart-radar-legend	Chart Radar Legend	Official shadcn registry entry	block	1	charts/chart-radar-legend.tsx	charts/chart-radar-legend.tsx	import { ChartRadarLegend } from "@/components/blocks/charts/chart-radar-legend";	<ChartRadarLegend />
chart-radar-lines-only	Chart Radar Lines Only	Official shadcn registry entry	block	1	charts/chart-radar-lines-only.tsx	charts/chart-radar-lines-only.tsx	import { ChartRadarLinesOnly } from "@/components/blocks/charts/chart-radar-lines-only";	<ChartRadarLinesOnly />
chart-radar-multiple	Chart Radar Multiple	Official shadcn registry entry	block	1	charts/chart-radar-multiple.tsx	charts/chart-radar-multiple.tsx	import { ChartRadarMultiple } from "@/components/blocks/charts/chart-radar-multiple";	<ChartRadarMultiple />
chart-radar-radius	Chart Radar Radius	Official shadcn registry entry	block	1	charts/chart-radar-radius.tsx	charts/chart-radar-radius.tsx	import { ChartRadarRadius } from "@/components/blocks/charts/chart-radar-radius";	<ChartRadarRadius />
chart-radial-grid	Chart Radial Grid	Official shadcn registry entry	block	1	charts/chart-radial-grid.tsx	charts/chart-radial-grid.tsx	import { ChartRadialGrid } from "@/components/blocks/charts/chart-radial-grid";	<ChartRadialGrid />
chart-radial-label	Chart Radial Label	Official shadcn registry entry	block	1	charts/chart-radial-label.tsx	charts/chart-radial-label.tsx	import { ChartRadialLabel } from "@/components/blocks/charts/chart-radial-label";	<ChartRadialLabel />
chart-radial-shape	Chart Radial Shape	Official shadcn registry entry	block	1	charts/chart-radial-shape.tsx	charts/chart-radial-shape.tsx	import { ChartRadialShape } from "@/components/blocks/charts/chart-radial-shape";	<ChartRadialShape />
chart-radial-simple	Chart Radial Simple	Official shadcn registry entry	block	1	charts/chart-radial-simple.tsx	charts/chart-radial-simple.tsx	import { ChartRadialSimple } from "@/components/blocks/charts/chart-radial-simple";	<ChartRadialSimple />
chart-radial-stacked	Chart Radial Stacked	Official shadcn registry entry	block	1	charts/chart-radial-stacked.tsx	charts/chart-radial-stacked.tsx	import { ChartRadialStacked } from "@/components/blocks/charts/chart-radial-stacked";	<ChartRadialStacked />
chart-radial-text	Chart Radial Text	Official shadcn registry entry	block	1	charts/chart-radial-text.tsx	charts/chart-radial-text.tsx	import { ChartRadialText } from "@/components/blocks/charts/chart-radial-text";	<ChartRadialText />
chart-tooltip-advanced	Chart Tooltip Advanced	Official shadcn registry entry	block	1	charts/chart-tooltip-advanced.tsx	charts/chart-tooltip-advanced.tsx	import { ChartTooltipAdvanced } from "@/components/blocks/charts/chart-tooltip-advanced";	<ChartTooltipAdvanced />
chart-tooltip-default	Chart Tooltip Default	Official shadcn registry entry	block	1	charts/chart-tooltip-default.tsx	charts/chart-tooltip-default.tsx	import { ChartTooltipDefault } from "@/components/blocks/charts/chart-tooltip-default";	<ChartTooltipDefault />
chart-tooltip-formatter	Chart Tooltip Formatter	Official shadcn registry entry	block	1	charts/chart-tooltip-formatter.tsx	charts/chart-tooltip-formatter.tsx	import { ChartTooltipFormatter } from "@/components/blocks/charts/chart-tooltip-formatter";	<ChartTooltipFormatter />
chart-tooltip-icons	Chart Tooltip Icons	Official shadcn registry entry	block	1	charts/chart-tooltip-icons.tsx	charts/chart-tooltip-icons.tsx	import { ChartTooltipIcons } from "@/components/blocks/charts/chart-tooltip-icons";	<ChartTooltipIcons />
chart-tooltip-indicator-line	Chart Tooltip Indicator Line	Official shadcn registry entry	block	1	charts/chart-tooltip-indicator-line.tsx	charts/chart-tooltip-indicator-line.tsx	import { ChartTooltipIndicatorLine } from "@/components/blocks/charts/chart-tooltip-indicator-line";	<ChartTooltipIndicatorLine />
chart-tooltip-indicator-none	Chart Tooltip Indicator None	Official shadcn registry entry	block	1	charts/chart-tooltip-indicator-none.tsx	charts/chart-tooltip-indicator-none.tsx	import { ChartTooltipIndicatorNone } from "@/components/blocks/charts/chart-tooltip-indicator-none";	<ChartTooltipIndicatorNone />
chart-tooltip-label-custom	Chart Tooltip Label Custom	Official shadcn registry entry	block	1	charts/chart-tooltip-label-custom.tsx	charts/chart-tooltip-label-custom.tsx	import { ChartTooltipLabelCustom } from "@/components/blocks/charts/chart-tooltip-label-custom";	<ChartTooltipLabelCustom />
chart-tooltip-label-formatter	Chart Tooltip Label Formatter	Official shadcn registry entry	block	1	charts/chart-tooltip-label-formatter.tsx	charts/chart-tooltip-label-formatter.tsx	import { ChartTooltipLabelFormatter } from "@/components/blocks/charts/chart-tooltip-label-formatter";	<ChartTooltipLabelFormatter />
chart-tooltip-label-none	Chart Tooltip Label None	Official shadcn registry entry	block	1	charts/chart-tooltip-label-none.tsx	charts/chart-tooltip-label-none.tsx	import { ChartTooltipLabelNone } from "@/components/blocks/charts/chart-tooltip-label-none";	<ChartTooltipLabelNone />
dashboard-01	Dashboard 01	A dashboard with sidebar, charts and data table.	block	1	blocks/dashboard-01/page.tsx	dashboard-01/page.tsx	import Dashboard01 from "@/components/blocks/dashboard-01/page";	<Dashboard01 />
login-01	Login 01	A simple login form.	block	1	blocks/login-01/page.tsx	login-01/page.tsx	import Login01 from "@/components/blocks/login-01/page";	<Login01 />
login-02	Login 02	A two column login page with a cover image.	block	1	blocks/login-02/page.tsx	login-02/page.tsx	import Login02 from "@/components/blocks/login-02/page";	<Login02 />
login-03	Login 03	A login page with a muted background color.	block	1	blocks/login-03/page.tsx	login-03/page.tsx	import Login03 from "@/components/blocks/login-03/page";	<Login03 />
login-04	Login 04	A login page with form and image.	block	1	blocks/login-04/page.tsx	login-04/page.tsx	import Login04 from "@/components/blocks/login-04/page";	<Login04 />
login-05	Login 05	A simple email-only login page.	block	1	blocks/login-05/page.tsx	login-05/page.tsx	import Login05 from "@/components/blocks/login-05/page";	<Login05 />
otp-01	Otp 01	A simple OTP verification form.	block	1	blocks/otp-01/page.tsx	otp-01/page.tsx	import Otp01 from "@/components/blocks/otp-01/page";	<Otp01 />
otp-02	Otp 02	A two column OTP page with a cover image.	block	1	blocks/otp-02/page.tsx	otp-02/page.tsx	import Otp02 from "@/components/blocks/otp-02/page";	<Otp02 />
otp-03	Otp 03	An OTP page with a muted background color.	block	1	blocks/otp-03/page.tsx	otp-03/page.tsx	import Otp03 from "@/components/blocks/otp-03/page";	<Otp03 />
otp-04	Otp 04	An OTP page with form and image.	block	1	blocks/otp-04/page.tsx	otp-04/page.tsx	import Otp04 from "@/components/blocks/otp-04/page";	<Otp04 />
otp-05	Otp 05	A simple OTP form with social providers.	block	1	blocks/otp-05/page.tsx	otp-05/page.tsx	import Otp05 from "@/components/blocks/otp-05/page";	<Otp05 />
products-01	Products 01	A table of products	block	1	blocks/products-01/page.tsx	products-01/page.tsx	import Products01 from "@/components/blocks/products-01/page";	<Products01 />
sidebar-01	Sidebar 01	A simple sidebar with navigation grouped by section.	block	1	blocks/sidebar-01/page.tsx	sidebar-01/page.tsx	import Sidebar01 from "@/components/blocks/sidebar-01/page";	<Sidebar01 />
sidebar-02	Sidebar 02	A sidebar with collapsible sections.	block	1	blocks/sidebar-02/page.tsx	sidebar-02/page.tsx	import Sidebar02 from "@/components/blocks/sidebar-02/page";	<Sidebar02 />
sidebar-03	Sidebar 03	A sidebar with submenus.	block	1	blocks/sidebar-03/page.tsx	sidebar-03/page.tsx	import Sidebar03 from "@/components/blocks/sidebar-03/page";	<Sidebar03 />
sidebar-04	Sidebar 04	A floating sidebar with submenus.	block	1	blocks/sidebar-04/page.tsx	sidebar-04/page.tsx	import Sidebar04 from "@/components/blocks/sidebar-04/page";	<Sidebar04 />
sidebar-05	Sidebar 05	A sidebar with collapsible submenus.	block	1	blocks/sidebar-05/page.tsx	sidebar-05/page.tsx	import Sidebar05 from "@/components/blocks/sidebar-05/page";	<Sidebar05 />
sidebar-06	Sidebar 06	A sidebar with submenus as dropdowns.	block	1	blocks/sidebar-06/page.tsx	sidebar-06/page.tsx	import Sidebar06 from "@/components/blocks/sidebar-06/page";	<Sidebar06 />
sidebar-07	Sidebar 07	A sidebar that collapses to icons.	block	1	blocks/sidebar-07/page.tsx	sidebar-07/page.tsx	import Sidebar07 from "@/components/blocks/sidebar-07/page";	<Sidebar07 />
sidebar-08	Sidebar 08	An inset sidebar with secondary navigation.	block	1	blocks/sidebar-08/page.tsx	sidebar-08/page.tsx	import Sidebar08 from "@/components/blocks/sidebar-08/page";	<Sidebar08 />
sidebar-09	Sidebar 09	Collapsible nested sidebars.	block	1	blocks/sidebar-09/page.tsx	sidebar-09/page.tsx	import Sidebar09 from "@/components/blocks/sidebar-09/page";	<Sidebar09 />
sidebar-10	Sidebar 10	A sidebar in a popover.	block	1	blocks/sidebar-10/page.tsx	sidebar-10/page.tsx	import Sidebar10 from "@/components/blocks/sidebar-10/page";	<Sidebar10 />
sidebar-11	Sidebar 11	A sidebar with a collapsible file tree.	block	1	blocks/sidebar-11/page.tsx	sidebar-11/page.tsx	import Sidebar11 from "@/components/blocks/sidebar-11/page";	<Sidebar11 />
sidebar-12	Sidebar 12	A sidebar with a calendar.	block	1	blocks/sidebar-12/page.tsx	sidebar-12/page.tsx	import Sidebar12 from "@/components/blocks/sidebar-12/page";	<Sidebar12 />
sidebar-13	Sidebar 13	A sidebar in a dialog.	block	1	blocks/sidebar-13/page.tsx	sidebar-13/page.tsx	import Sidebar13 from "@/components/blocks/sidebar-13/page";	<Sidebar13 />
sidebar-14	Sidebar 14	A sidebar on the right.	block	1	blocks/sidebar-14/page.tsx	sidebar-14/page.tsx	import Sidebar14 from "@/components/blocks/sidebar-14/page";	<Sidebar14 />
sidebar-15	Sidebar 15	A left and right sidebar.	block	1	blocks/sidebar-15/page.tsx	sidebar-15/page.tsx	import Sidebar15 from "@/components/blocks/sidebar-15/page";	<Sidebar15 />
sidebar-16	Sidebar 16	A sidebar with a sticky site header.	block	1	blocks/sidebar-16/page.tsx	sidebar-16/page.tsx	import Sidebar16 from "@/components/blocks/sidebar-16/page";	<Sidebar16 />
signup-01	Signup 01	A simple signup form.	block	1	blocks/signup-01/page.tsx	signup-01/page.tsx	import Signup01 from "@/components/blocks/signup-01/page";	<Signup01 />
signup-02	Signup 02	A two column signup page with a cover image.	block	1	blocks/signup-02/page.tsx	signup-02/page.tsx	import Signup02 from "@/components/blocks/signup-02/page";	<Signup02 />
signup-03	Signup 03	A signup page with a muted background color.	block	1	blocks/signup-03/page.tsx	signup-03/page.tsx	import Signup03 from "@/components/blocks/signup-03/page";	<Signup03 />
